,YEAR,ACTIVE YEAR,CODE STATUS,TYPE OF VIOLENCE,SIDE A,SIDE B,STATE,LATITUDE,LONGITUDE,NO OF DEATHS FROM SIDE A,NO OF DEATHS FROM SIDE B,NO OF DEATHS OF CIVILIANS,NO OF UNKNOWN DEATHS,TOTAL DEATHS,Region
9332,2013,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.086745,74.032935,0,3,0,0,3,Northern
9333,2013,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.494611,74.410497,0,1,0,0,1,Northern
9334,2013,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.274824,74.475391,1,0,0,0,1,Northern
9335,2013,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,32.880953,74.699188,0,1,0,0,1,Northern
9336,2013,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,0,4,0,0,4,Northern
9337,2013,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.399863,73.862448,1,2,0,0,3,Northern
9338,2013,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.397818,74.002918,0,6,0,0,6,Northern
9339,2013,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.397557,74.283085,0,1,0,0,1,Northern
9340,2013,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.666697,73.966538,0,2,0,0,2,Northern
9341,2013,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.740003,75.08385,1,0,0,0,1,Northern
9342,2013,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.725246,74.827852,1,0,0,0,1,Northern
9343,2013,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.281354,74.87568,0,5,0,0,5,Northern
9344,2013,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.399863,73.862448,0,5,0,0,5,Northern
9345,2013,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.711789,74.853549,0,1,3,0,4,Northern
9346,2013,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.188743,74.595561,0,2,0,0,2,Northern
9347,2013,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,1,0,0,0,1,Northern
9348,2013,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,0,1,0,0,1,Northern
9349,2013,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.815556,75.037403,1,0,0,0,1,Northern
9350,2013,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,32.454915,75.272581,4,0,1,0,5,Northern
9351,2013,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,32.553044,75.110706,4,3,0,0,7,Northern
9352,2013,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.666697,73.966538,0,1,0,0,1,Northern
9353,2013,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.666697,73.966538,0,2,0,0,2,Northern
9354,2013,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.666697,73.966538,0,3,0,0,3,Northern
9355,2013,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.666697,73.966538,0,4,0,0,4,Northern
9356,2013,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.666697,73.966538,1,0,0,0,1,Northern
9357,2013,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.494611,74.410497,0,1,0,0,1,Northern
9358,2013,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,32.553044,75.110706,0,1,0,0,1,Northern
9359,2013,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.796232,75.011604,0,1,0,0,1,Northern
9360,2013,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.924686,75.026443,2,0,0,0,2,Northern
9361,2013,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.945146,74.796627,1,0,2,0,3,Northern
9362,2013,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.397557,74.283085,0,3,0,0,3,Northern
9363,2013,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,1,0,0,0,1,Northern
9364,2013,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.494611,74.410497,0,1,0,0,1,Northern
9365,2013,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.94069,74.771858,0,1,0,0,1,Northern
9366,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.85145,76.157153,0,0,0,0,0,Northern
9367,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.274824,74.475391,1,0,0,0,1,Northern
9368,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.924686,75.026443,0,1,0,0,1,Northern
9369,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.924686,75.026443,0,1,0,0,1,Northern
9370,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.85145,76.157153,0,0,0,0,0,Northern
9371,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.365395,74.389536,0,2,0,0,2,Northern
9372,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.332583,74.489681,0,3,0,0,3,Northern
9373,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.751152,75.067527,0,1,0,0,1,Northern
9374,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.892218,75.093383,0,1,0,0,1,Northern
9375,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.867924,74.884941,0,1,0,0,1,Northern
9376,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.744886,74.863052,0,2,0,0,2,Northern
9377,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.316517,74.452049,0,1,0,0,1,Northern
9378,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.89118,74.796802,0,1,0,0,1,Northern
9379,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.494611,74.410497,0,0,0,7,7,Northern
9380,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.879031,74.908763,2,0,0,0,2,Northern
9381,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.411536,73.954143,3,2,0,0,5,Northern
9382,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.401605,74.044586,0,2,0,0,2,Northern
9383,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.919908,75.117832,0,1,0,0,1,Northern
9384,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,32.425699,75.541412,1,3,0,0,4,Northern
9385,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.41902,73.968528,3,2,0,0,5,Northern
9386,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.83333,75.16667,1,0,0,0,1,Northern
9387,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.019363,75.018787,0,2,0,0,2,Northern
9388,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.167324,74.806106,0,2,0,0,2,Northern
9389,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.924686,75.026443,1,0,0,0,1,Northern
9390,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.836438,74.934837,1,0,1,0,2,Northern
9391,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.706088,74.844238,0,0,1,0,1,Northern
9392,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.706088,74.844238,2,3,0,0,5,Northern
9393,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.729618,75.108563,1,0,0,0,1,Northern
9394,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.77,74.1,0,2,0,0,2,Northern
9395,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.964713,74.834255,1,0,0,0,1,Northern
9396,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,32.828027,74.408821,1,0,0,0,1,Northern
9397,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.607667,75.188,0,2,0,0,2,Northern
9398,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.370416,74.215454,0,1,0,0,1,Northern
9399,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.870746,75.031091,0,2,0,0,2,Northern
9400,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.397871,74.179977,1,0,0,0,1,Northern
9401,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.888317,75.089579,0,3,0,0,3,Northern
9402,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.265969,74.492428,0,1,0,0,1,Northern
9403,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,32.565,74.676,2,1,0,0,3,Northern
9404,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.60317,73.979198,0,3,0,0,3,Northern
9405,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.999943,75.081035,0,1,0,0,1,Northern
9406,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.40614,74.19919,0,1,0,0,1,Northern
9407,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.729487,75.104221,1,0,0,0,1,Northern
9408,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.64531,74.70163,1,0,0,0,1,Northern
9409,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,32.376415,75.200519,0,1,0,0,1,Northern
9410,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,32.886856,74.33823,1,0,0,0,1,Northern
9411,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.698114,75.152954,1,0,0,0,1,Northern
9412,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.780102,75.117092,0,0,0,0,0,Northern
9413,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.274824,74.475391,1,0,0,0,1,Northern
9414,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.665198,73.961036,0,4,0,0,4,Northern
9415,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.665198,73.961036,0,0,0,0,0,Northern
9416,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,32.565,74.676,0,0,0,0,0,Northern
9417,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.85145,76.157153,0,0,0,0,0,Northern
9418,2014,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.85145,76.157153,0,0,0,0,0,Northern
